               1       0.0418869       0.0418869               0
               2        0.036353       0.0391199      0.00195653
               3       0.0386603       0.0389667      0.00131034
               4       0.0413806       0.0395702      0.00111308
               5       0.0381949       0.0392951     0.000923821
               6       0.0356393       0.0386858     0.000949756
               7       0.0387892       0.0387006     0.000814191
               8       0.0383777       0.0386602     0.000713417
               9       0.0393831       0.0387405     0.000638654
              10       0.0394433       0.0388108     0.000578642
              11       0.0374803       0.0386899     0.000538531
              12       0.0372551       0.0385703     0.000506752
              13       0.0390706       0.0386088      0.00046923
              14       0.0378613       0.0385554     0.000438741
              15       0.0382008       0.0385318     0.000410128
              16       0.0380287       0.0385003     0.000385698
              17       0.0360895       0.0383585     0.000388207
              18       0.0373908       0.0383047     0.000370343
              19       0.0372529       0.0382494     0.000354965
              20       0.0391173       0.0382928     0.000339859
              21       0.0399902       0.0383736     0.000333148
              22       0.0367067       0.0382978     0.000326508
              23       0.0400704       0.0383749     0.000321279
              24       0.0361568       0.0382825      0.00032091
              25        0.036722       0.0382201     0.000314085
              26       0.0384297       0.0382281     0.000302109
              27       0.0404532       0.0383105      0.00030195
              28       0.0389505       0.0383334      0.00029203
              29       0.0399824       0.0383903     0.000287443
              30       0.0364392       0.0383252     0.000285124
              31       0.0401069       0.0383827     0.000281659
              32       0.0407105       0.0384554     0.000282095
              33       0.0374583       0.0384252     0.000275161
              34       0.0378353       0.0384079     0.000267614
              35       0.0386905       0.0384159      0.00026009
              36       0.0373941       0.0383876     0.000254409
              37        0.040396       0.0384418     0.000253258
              38       0.0346413       0.0383418     0.000265608
              39       0.0369632       0.0383065      0.00026114
              40        0.036894       0.0382712     0.000256988
              41       0.0398473       0.0383096     0.000253579
              42       0.0382702       0.0383087     0.000247543
              43       0.0350567        0.038233     0.000253075
              44       0.0414371       0.0383059     0.000257587
              45       0.0391973       0.0383257     0.000252623
              46       0.0377608       0.0383134      0.00024743
              47       0.0383307       0.0383138     0.000242165
              48       0.0388084       0.0383241      0.00023734
              49       0.0371419       0.0382999     0.000233719
              50        0.038473       0.0383034      0.00022907
