            0.797429            0.593114           -0.440501
            0.792403            0.584664           -0.436589
            0.801269            0.585975           -0.437784
            0.796874            0.586584           -0.437113
            0.802678            0.589752           -0.436722
            0.797088            0.599378           -0.442893
            0.805024            0.597497           -0.442006
            0.809154            0.596112           -0.441452
            0.801011            0.596191           -0.440063
            0.791923            0.596933           -0.441193
            0.799983            0.605048           -0.440717
            0.800118            0.604057           -0.440944
            0.800585            0.595201           -0.438783
            0.805839            0.596451           -0.442006
            0.812537            0.600685           -0.440303
            0.806477            0.608168           -0.442474
            0.815495            0.612052           -0.441945
            0.820662            0.619322            -0.44114
            0.813116             0.62091           -0.443778
            0.810686            0.623229           -0.443586
            0.814026            0.622222           -0.442897
            0.805876            0.619409           -0.444017
            0.801531            0.614176           -0.444299
            0.800453            0.617041           -0.443664
            0.800347             0.62195             -0.4424
            0.792952            0.629904           -0.442616
             0.79511            0.627328           -0.443696
            0.792016            0.629822           -0.442892
            0.797358            0.620132           -0.444582
            0.789427            0.626302           -0.442976
            0.787278            0.626151           -0.443082
            0.796666            0.627626           -0.442474
            0.802853             0.62317           -0.444522
            0.800252            0.620978           -0.443066
            0.806104            0.616237           -0.443558
            0.801422             0.62484           -0.443729
            0.807395            0.628268           -0.443186
            0.806839            0.633715           -0.442099
            0.801334            0.635166           -0.441579
            0.801457            0.640597           -0.438333
            0.808308            0.650291           -0.436347
            0.802564            0.650967           -0.436241
            0.805717            0.654738           -0.434876
            0.798734            0.645387           -0.438244
            0.806988            0.635946           -0.441494
            0.808206            0.639193           -0.438324
            0.813835            0.639147           -0.439048
            0.813453            0.645382           -0.439854
            0.817297            0.641433           -0.438647
            0.825542            0.639742           -0.437713
            0.829712            0.646495           -0.434687
            0.835023            0.650879           -0.430381
            0.841411            0.659834            -0.42536
            0.839516            0.660755           -0.419228
            0.848408            0.652625           -0.424094
            0.856267             0.65806           -0.417169
            0.859155            0.666664           -0.410233
            0.859029            0.666143           -0.407255
             0.86872            0.671988           -0.400726
            0.872495            0.668331           -0.399055
            0.880657            0.660261           -0.398891
            0.872666            0.661519           -0.409029
            0.865393            0.670283           -0.403998
            0.869922            0.667718           -0.400989
            0.875334            0.671079           -0.391664
            0.875634            0.666536           -0.400549
            0.869097            0.670611           -0.401688
            0.868222             0.66812            -0.40257
            0.870602            0.671426           -0.397465
            0.865028            0.671403           -0.401407
            0.864935             0.67316           -0.403641
            0.862386            0.667391           -0.407526
            0.854537            0.674573           -0.410896
            0.861673            0.665856           -0.404522
            0.864139            0.678923           -0.393246
            0.868591            0.674912           -0.390957
            0.873131            0.683454           -0.388437
             0.86782              0.6822           -0.390261
            0.874767            0.673488           -0.396003
             0.87194            0.668519            -0.40108
            0.863954            0.667531           -0.405241
            0.867484            0.666388           -0.401226
             0.86544            0.659013           -0.407539
            0.868648            0.667992           -0.401731
            0.869026            0.673065           -0.397019
            0.859074            0.664696           -0.412281
            0.860022            0.662536           -0.412306
            0.860275            0.669582           -0.406202
            0.862337            0.670269           -0.402533
            0.856112            0.672602           -0.407526
            0.847194            0.669568           -0.414263
            0.840508             0.66656           -0.417576
            0.835884            0.658935           -0.426588
            0.830262            0.653411           -0.429959
            0.834524              0.6458           -0.429019
            0.840493            0.641075           -0.429467
            0.840451            0.632377           -0.434212
            0.849687            0.633582           -0.433453
            0.850075            0.635717           -0.428073
            0.840817            0.641623            -0.42949
            0.838306            0.645221           -0.433395
            0.833071             0.64128           -0.431195
            0.827269            0.640369           -0.436006
             0.82954            0.647217           -0.434699
            0.834048            0.645908           -0.432536
            0.834274            0.638752           -0.436735
            0.831971            0.643433           -0.436076
            0.822519            0.641242           -0.437043
             0.83106            0.644278           -0.435491
            0.838858            0.650952           -0.430129
            0.831179            0.651516             -0.4313
            0.839062            0.641574           -0.433083
            0.829821            0.632844           -0.440206
            0.838396            0.623584           -0.436135
            0.840662            0.620757            -0.43931
            0.831431            0.627416           -0.439691
             0.82991            0.626051           -0.440105
             0.82038            0.625324           -0.440518
            0.826669            0.619606            -0.44104
            0.831957            0.611197           -0.437726
            0.825203            0.612142           -0.443314
            0.825796            0.621414             -0.4394
            0.834047            0.612274           -0.441317
            0.839524            0.604252           -0.437101
            0.829791            0.600521           -0.438173
            0.834526             0.59524           -0.435027
            0.837254            0.592837           -0.434092
            0.842483            0.587453           -0.430733
             0.83863            0.577759             -0.4254
            0.846459            0.581826           -0.425003
            0.843813            0.588341           -0.432444
            0.847933            0.587689           -0.428427
            0.857885            0.578908           -0.417959
            0.849232            0.579824           -0.423158
            0.844913             0.58054           -0.427094
            0.848498            0.577113           -0.421158
            0.851901            0.567171           -0.413611
            0.849717            0.558526           -0.400905
            0.852305            0.551471            -0.39317
            0.856399            0.551843            -0.39037
            0.850328            0.554297            -0.39684
            0.854084            0.555875           -0.395654
            0.861265            0.550375            -0.38485
             0.85575            0.557202           -0.397575
            0.852385            0.560899           -0.402888
            0.851565            0.566781           -0.412583
            0.842346            0.564794           -0.412325
            0.847453             0.57267            -0.41635
             0.85708            0.574826           -0.415457
            0.847697            0.568685           -0.414031
            0.851566            0.566407           -0.412195
            0.852842            0.557884           -0.402209
            0.849222            0.550177           -0.391099
            0.857474            0.547593           -0.384575
            0.849654            0.555033           -0.395783
            0.849632            0.546615           -0.383011
            0.850962            0.545922           -0.383248
            0.855104            0.536505           -0.369161
            0.863332            0.542653           -0.368738
              0.8577            0.551615           -0.388936
            0.860081            0.558618            -0.39709
            0.869526            0.549983           -0.383005
            0.871169            0.543901            -0.36837
            0.868262            0.553055           -0.384578
            0.865505            0.553602           -0.384538
            0.869139            0.561413            -0.40003
            0.878098            0.566441           -0.398304
            0.872346             0.56827           -0.403744
            0.878276             0.56602            -0.39756
            0.872244            0.566951           -0.403035
            0.879633            0.575177           -0.404713
            0.885724            0.572235           -0.398802
            0.888866            0.579863            -0.40011
             0.88218            0.574045           -0.404671
            0.891243            0.577875            -0.40099
            0.895877            0.580966           -0.395242
            0.890671            0.579691           -0.397752
            0.890784            0.585142           -0.403083
            0.899087            0.581184            -0.39706
            0.904701             0.58627           -0.395804
            0.899693            0.583205            -0.39521
            0.909478            0.590738           -0.393093
            0.912906            0.585587           -0.386447
            0.904416            0.576205            -0.38803
            0.902305            0.580271           -0.391693
            0.901845            0.586775           -0.396358
             0.89986            0.581241           -0.396532
            0.892074            0.588916           -0.407757
            0.887718            0.589195           -0.405351
            0.885047            0.587049            -0.40985
            0.882859            0.589005           -0.411368
            0.874047            0.587988           -0.416733
             0.86818            0.592009           -0.421406
            0.858533            0.600067           -0.427834
            0.848889            0.599513           -0.433081
              0.8536            0.593176           -0.431821
            0.863269            0.585007           -0.420413
            0.865645            0.582142           -0.417009
            0.862361            0.578683           -0.418067
            0.863356            0.569384           -0.407289
            0.856452            0.575937           -0.417626
            0.855248            0.582424            -0.42076
            0.853232            0.575373            -0.41684
            0.859799            0.578378            -0.41527
            0.868296            0.582465           -0.416433
            0.870686            0.580443            -0.41226
            0.874502            0.572778           -0.403881
            0.876958            0.566158           -0.398707
            0.876405            0.559633           -0.390958
            0.878115            0.563264           -0.397334
            0.868619             0.56939           -0.405121
            0.875465            0.560024           -0.389593
            0.876159            0.561323           -0.392895
             0.87186            0.561981           -0.396429
            0.864487            0.568303           -0.407845
            0.858989            0.571811            -0.41175
            0.864694            0.562157           -0.398458
             0.86039            0.554488           -0.391168
