0.666667	-0.908639	-0.906961	0.000344047
0.833333	-0.833463	-0.833584	0.000192783
1	-0.761763	-0.761734	0.000149773
1.16667	-0.696013	-0.694954	0.000106317
1.33333	-0.635675	-0.635212	0.000121983
1.5	-0.583056	-0.582792	0.000100236
1.66667	-0.537176	-0.537116	8.35301e-05
1.83333	-0.49697	-0.497058	9.79678e-05
2	-0.462177	-0.462136	9.94572e-05
2.16667	-0.431562	-0.431356	0.000101889
2.33333	-0.404309	-0.404129	8.84014e-05
2.5	-0.38027	-0.38002	8.63178e-05
2.66667	-0.358182	-0.358362	9.87712e-05
2.83333	-0.338468	-0.339023	0.000105602
3	-0.321152	-0.321566	9.20538e-05
