0.666667	30.7414	30.1247	0.239662
0.833333	12.9215	13.2375	0.0573469
1	7.31775	7.41035	0.0248106
1.16667	4.88008	4.75217	0.0120377
1.33333	3.37976	3.3607	0.00701126
1.5	2.54525	2.52487	0.00483563
1.66667	2.00758	1.99004	0.00369274
1.83333	1.62569	1.62139	0.00306625
2	1.35119	1.35689	0.00271066
2.16667	1.15368	1.15834	0.00183451
2.33333	1.00286	1.00713	0.00156869
2.5	0.885838	0.888175	0.00129115
2.66667	0.787592	0.791803	0.00120336
2.83333	0.708783	0.714075	0.00101598
3	0.644453	0.648579	0.000831165
