0.666667	0.434839	0.430139	0.00219539
0.833333	0.444475	0.440383	0.000980481
1	0.416561	0.419328	0.000641686
1.16667	0.382289	0.37999	0.000415053
1.33333	0.339973	0.335503	0.000456815
1.5	0.292878	0.292956	0.000404111
1.66667	0.256122	0.255686	0.000311458
1.83333	0.224606	0.223744	0.000253293
2	0.19773	0.196431	0.00024265
2.16667	0.174437	0.173373	0.000198055
2.33333	0.15318	0.153587	0.000197665
2.5	0.136763	0.136781	0.000134594
2.66667	0.122519	0.122483	0.000135497
2.83333	0.109971	0.110224	0.00011186
3	0.0990945	0.0995561	0.000113644
