best	 mean
1110.49	   1.1018e+03

803.557	   9.3463e+02

694.318	   7.9322e+02

636.482	   7.1866e+02

598.387	   6.7232e+02

548.942	   6.2784e+02

528.301	   5.8017e+02

502.685	   5.4699e+02

493.882	   5.2650e+02

491.291	   5.0974e+02

470.962	   4.9668e+02

463.524	   4.8289e+02

452.505	   4.7018e+02

445.374	   4.6061e+02

445.374	   4.5265e+02

445.374	   4.4829e+02

438.033	   4.4673e+02

435.117	   4.4431e+02

425.606	   4.3970e+02

417.546	   4.3303e+02

414.324	   4.2649e+02

400.617	   4.1911e+02

380.221	   4.0925e+02

375.371	   3.9459e+02

366.457	   3.8151e+02

366.457	   3.7408e+02

366.457	   3.6969e+02

363.927	   3.6763e+02

359.614	   3.6543e+02

354.204	   3.6259e+02

352.639	   3.5901e+02

352.639	   3.5574e+02

350.518	   3.5352e+02

349.88	   3.5239e+02

346.83	   3.5115e+02

346.83	   3.5013e+02

346.83	   3.4883e+02

346.83	   3.4749e+02

343.895	   3.4684e+02

343.895	   3.4644e+02

335.659	   3.4573e+02

335.659	   3.4378e+02

335.659	   3.4134e+02

335.659	   3.3937e+02

333.934	   3.3852e+02

330.843	   3.3713e+02

330.843	   3.3549e+02

330.843	   3.3422e+02

330.843	   3.3286e+02

330.843	   3.3220e+02

330.489	   3.3174e+02

330.489	   3.3115e+02

330.489	   3.3093e+02

330.489	   3.3081e+02

327.841	   3.3050e+02

324.04	   3.2903e+02

324.04	   3.2679e+02

324.04	   3.2550e+02

324.04	   3.2550e+02

323.859	   3.2546e+02

321.086	   3.2460e+02

321.086	   3.2294e+02

321.086	   3.2166e+02

321.086	   3.2166e+02

321.086	   3.2166e+02

317.65	   3.2153e+02

317.65	   3.2022e+02

317.65	   3.1842e+02

304.33	   3.1762e+02

304.33	   3.1762e+02

301.596	   3.1584e+02

301.596	   3.0993e+02

301.596	   3.0393e+02

300.974	   3.0283e+02

300.945	   3.0153e+02

300.945	   3.0126e+02

299.504	   3.0092e+02

299.504	   3.0070e+02

296.842	   3.0039e+02

296.842	   2.9984e+02

296.842	   2.9914e+02

296.842	   2.9885e+02

294.355	   2.9867e+02

292.337	   2.9704e+02

292.337	   2.9471e+02

292.337	   2.9349e+02

292.337	   2.9245e+02

292.337	   2.9234e+02

291.924	   2.9234e+02

291.924	   2.9234e+02

291.924	   2.9233e+02

291.924	   2.9223e+02

291.924	   2.9204e+02

289.9	   2.9192e+02

289.9	   2.9181e+02

289.9	   2.9158e+02

289.9	   2.9138e+02

289.9	   2.9137e+02

289.9	   2.9137e+02

289.9	   2.9137e+02

289.9	   2.9137e+02

289.349	   2.9098e+02

289.349	   2.9008e+02

289.059	   2.8935e+02

289.059	   2.8935e+02

289.059	   2.8935e+02

289.059	   2.8935e+02

289.059	   2.8935e+02

289.059	   2.8935e+02

289.059	   2.8935e+02

289.059	   2.8935e+02

289.059	   2.8935e+02

288.722	   2.8926e+02

288.722	   2.8912e+02

288.722	   2.8906e+02

288.722	   2.8906e+02

288.722	   2.8906e+02

288.722	   2.8906e+02

288.722	   2.8906e+02

288.722	   2.8906e+02

288.722	   2.8906e+02

288.722	   2.8906e+02

288.722	   2.8906e+02

288.722	   2.8905e+02

288.722	   2.8904e+02

288.722	   2.8904e+02

288.722	   2.8904e+02

288.722	   2.8904e+02

288.722	   2.8904e+02

288.722	   2.8904e+02

288.722	   2.8904e+02

288.722	   2.8904e+02

286.919	   2.8899e+02

286.919	   2.8876e+02

286.919	   2.8845e+02

286.919	   2.8843e+02

286.919	   2.8843e+02

286.919	   2.8843e+02

286.919	   2.8843e+02

286.919	   2.8843e+02

286.919	   2.8843e+02

286.919	   2.8843e+02

286.919	   2.8843e+02

286.919	   2.8843e+02

286.919	   2.8843e+02

286.919	   2.8843e+02

286.919	   2.8843e+02

286.919	   2.8843e+02

286.919	   2.8843e+02

286.919	   2.8843e+02

286.919	   2.8843e+02

286.919	   2.8843e+02

286.919	   2.8843e+02

286.919	   2.8843e+02

286.919	   2.8843e+02

286.919	   2.8843e+02

286.919	   2.8843e+02

286.919	   2.8843e+02

286.919	   2.8843e+02

286.605	   2.8837e+02

286.605	   2.8797e+02

286.605	   2.8743e+02

284.289	   2.8690e+02

284.289	   2.8681e+02

284.204	   2.8644e+02

284.204	   2.8566e+02

284.204	   2.8474e+02

284.204	   2.8422e+02

284.204	   2.8420e+02

284.204	   2.8420e+02

284.204	   2.8420e+02

284.204	   2.8420e+02

284.204	   2.8420e+02

284.204	   2.8420e+02

284.204	   2.8420e+02

284.204	   2.8420e+02

284.204	   2.8420e+02

284.204	   2.8420e+02

284.204	   2.8420e+02

284.204	   2.8420e+02

284.204	   2.8420e+02

284.204	   2.8420e+02

284.204	   2.8420e+02

284.204	   2.8420e+02

284.204	   2.8420e+02

284.204	   2.8420e+02

284.204	   2.8420e+02

284.204	   2.8420e+02

284.204	   2.8420e+02

284.204	   2.8420e+02

284.204	   2.8420e+02

284.204	   2.8420e+02

284.204	   2.8420e+02

284.204	   2.8420e+02

284.204	   2.8420e+02

284.204	   2.8420e+02

284.204	   2.8420e+02

284.204	   2.8420e+02

284.204	   2.8420e+02

284.204	   2.8420e+02

284.204	   2.8420e+02

283.661	   2.8420e+02

283.661	   2.8420e+02

283.661	   2.8420e+02

283.661	   2.8420e+02

283.661	   2.8420e+02

283.661	   2.8420e+02

283.661	   2.8420e+02

283.661	   2.8420e+02

283.661	   2.8420e+02

283.661	   2.8420e+02

283.661	   2.8420e+02

283.661	   2.8420e+02

283.661	   2.8413e+02

282.522	   2.8401e+02

282.522	   2.8376e+02

282.522	   2.8351e+02

282.522	   2.8317e+02

282.522	   2.8317e+02

282.522	   2.8317e+02

282.522	   2.8317e+02

282.522	   2.8317e+02

282.522	   2.8317e+02

282.522	   2.8317e+02

282.522	   2.8317e+02

282.522	   2.8317e+02

282.522	   2.8317e+02

282.522	   2.8317e+02

282.522	   2.8317e+02

282.522	   2.8317e+02

282.522	   2.8317e+02

282.522	   2.8317e+02

282.522	   2.8317e+02

282.522	   2.8317e+02

282.522	   2.8317e+02

282.522	   2.8317e+02

282.522	   2.8317e+02

282.522	   2.8317e+02

282.522	   2.8317e+02

282.522	   2.8317e+02

282.522	   2.8317e+02

282.522	   2.8317e+02

282.522	   2.8317e+02

282.522	   2.8317e+02

282.522	   2.8317e+02

282.522	   2.8317e+02

282.522	   2.8317e+02

282.522	   2.8317e+02

282.522	   2.8317e+02

282.522	   2.8317e+02

282.522	   2.8317e+02

282.522	   2.8317e+02

282.522	   2.8317e+02

282.522	   2.8317e+02

282.522	   2.8317e+02

282.522	   2.8317e+02

282.522	   2.8317e+02

282.522	   2.8317e+02

282.522	   2.8317e+02

282.522	   2.8317e+02

282.522	   2.8317e+02

282.522	   2.8317e+02

282.522	   2.8317e+02

282.522	   2.8317e+02

282.522	   2.8317e+02

282.522	   2.8317e+02

282.522	   2.8317e+02

282.522	   2.8317e+02

282.522	   2.8317e+02

282.522	   2.8317e+02

282.522	   2.8317e+02

282.522	   2.8317e+02

282.522	   2.8317e+02

282.522	   2.8317e+02

282.522	   2.8317e+02

282.522	   2.8317e+02

282.522	   2.8317e+02

282.522	   2.8317e+02

282.522	   2.8317e+02

282.522	   2.8317e+02

282.522	   2.8317e+02

282.522	   2.8317e+02

282.522	   2.8317e+02

282.48	   2.8312e+02

282.48	   2.8295e+02

282.48	   2.8270e+02

281.528	   2.8252e+02

281.528	   2.8250e+02

281.528	   2.8248e+02

281.528	   2.8246e+02

281.528	   2.8240e+02

281.528	   2.8233e+02

281.528	   2.8231e+02

281.528	   2.8231e+02

281.528	   2.8231e+02

281.528	   2.8231e+02

281.528	   2.8231e+02

281.528	   2.8231e+02

281.528	   2.8231e+02

281.528	   2.8231e+02

281.528	   2.8231e+02

281.528	   2.8231e+02

281.528	   2.8231e+02

281.528	   2.8231e+02

281.528	   2.8231e+02

281.528	   2.8231e+02

281.528	   2.8231e+02

281.528	   2.8231e+02

281.528	   2.8231e+02

281.528	   2.8231e+02

281.528	   2.8231e+02

281.528	   2.8231e+02

281.528	   2.8231e+02

281.528	   2.8231e+02

281.528	   2.8231e+02

281.528	   2.8231e+02

281.528	   2.8231e+02

281.528	   2.8231e+02

281.528	   2.8231e+02

281.528	   2.8231e+02

281.528	   2.8231e+02

281.528	   2.8231e+02

281.528	   2.8231e+02

281.528	   2.8231e+02

281.528	   2.8231e+02

281.528	   2.8231e+02

281.528	   2.8231e+02

281.528	   2.8231e+02

281.528	   2.8231e+02

281.528	   2.8231e+02

281.528	   2.8231e+02

281.528	   2.8231e+02

281.528	   2.8231e+02

281.528	   2.8231e+02

281.528	   2.8231e+02

281.528	   2.8231e+02

281.528	   2.8231e+02

281.528	   2.8231e+02

281.528	   2.8231e+02

281.528	   2.8231e+02

281.528	   2.8231e+02

281.528	   2.8231e+02

281.528	   2.8231e+02

281.528	   2.8231e+02

281.528	   2.8231e+02

281.528	   2.8231e+02

281.528	   2.8231e+02

281.528	   2.8231e+02

281.528	   2.8231e+02

281.528	   2.8231e+02

