0.666667	-0.931263	-0.929323	0.000265294
0.833333	-0.8443	-0.844644	0.000259177
1	-0.767001	-0.76755	0.000178474
1.16667	-0.697555	-0.698206	0.000110662
1.33333	-0.636639	-0.637293	9.52326e-05
1.5	-0.584454	-0.584498	0.000113406
1.66667	-0.538896	-0.538279	0.000107479
1.83333	-0.498667	-0.498072	8.94647e-05
2	-0.462973	-0.462968	9.56223e-05
2.16667	-0.431267	-0.431863	0.000118958
2.33333	-0.403557	-0.404511	0.000119209
2.5	-0.379456	-0.380297	0.000110337
2.66667	-0.358496	-0.358679	9.03363e-05
2.83333	-0.338774	-0.339224	0.000102727
3	-0.321699	-0.321747	9.25787e-05
