   3.5873646251576541e-01   3.4829319611740173e-01
   2.4110264042075547e-01   4.3802912777821051e-01
  -6.3759176508412008e-02  -4.9591810554865728e-01
  -2.4407954586099892e-01   4.3637733132266221e-01
  -4.9483982567043555e-01   7.1648774800780468e-02
  -4.4992954359405452e-01  -2.1809036155054126e-01
  -1.3940811090465788e-01  -4.8017223848739382e-01
   4.2875167294676159e-01   2.5723919403029005e-01
  -2.7838890692792884e-01  -4.1533073146526606e-01
   4.1439254496550720e-01  -2.7978352109623983e-01
  -3.4568500299289767e-01   3.6125043765482190e-01
   2.5874457069360995e-01  -4.2784488677157223e-01
   8.1467041636340110e-02  -4.9331847839607917e-01
   4.9559676490315352e-01   6.6210623147108350e-02
   2.4547553729403915e-01   4.3559357271452342e-01
  -4.4909843793874127e-01  -2.1979670843982757e-01
  -9.1322678707556268e-02   4.9158943067734528e-01
  -4.7938794296006387e-01  -1.4208166716546702e-01
   4.9704846360460159e-01   5.4247809433239334e-02
  -4.3325531955716046e-01  -2.4957930217752991e-01
   4.5932174363841544e-01   1.9754375672484761e-01
   1.4617987922209101e-02  -4.9978626874805809e-01
   5.2815686620702282e-02   4.9720267823774217e-01
   1.7440486736622768e-01   4.6859678001344451e-01
  -4.9954722158694875e-01   2.1273772696912687e-02
   1.8994176920369477e-02  -4.9963909098780263e-01
  -4.9571063243076380e-01   6.5352650253009320e-02
  -4.9967482107486660e-01   1.8029786016479785e-02
  -2.4787974187986464e-02   4.9938517832996976e-01
   3.3689508513659178e-02   4.9886372589727157e-01
  -4.9216991680444389e-01   8.8140643251038070e-02
  -4.3050381535718024e-01  -2.5429601837801324e-01
  -3.7127205309181843e-01  -3.3489858553446589e-01
  -4.3744271104567800e-01  -2.4216497383603483e-01
