0 , 0.00300684
0 , 0.00300684
0 , 0.00300684
0 , 0.00300684
0 , 0.00300684
0 , 0.00300684
0 , 0.00300684
0 , 0.00300684
0 , 0.00300684
0 , 0.00300684
0 , 0.00300684
0 , 0.00300684
0 , 0.00300684
0 , 0.00300684
0 , 0.00300684
0 , 0.00300684
0 , 0.00300684
0 , 0.00300684
0 , 0.00300684
0 , 0.00300684
0 , 0.00300684
0 , 0.00300684
0 , 0.00300684
0 , 0.00300684
0 , 0.00300684
0 , 0.00300684
0 , 0.00300684
0 , 0.00300684
0 , 0.00300684
0 , 0.00300684
0 , 0.00300684
0 , 0.00300684
0 , 0.00300684
0 , 0.00300684
0.000827431 , 0.00300684
0.0199934 , 0.00300684
0.14034 , 0.00300684
0.488256 , 0.00300684
1.03862 , 0.00300684
1.61945 , 0.00300684
2.04216 , 0.00300684
2.22227 , 0.00300684
2.22882 , 0.00300684
2.0939 , 0.00300684
1.93765 , 0.00300684
1.73543 , 0.00300684
1.55028 , 0.00300684
1.37143 , 0.00300684
1.22628 , 0.00300684
1.09955 , 0.00300684
0.994542 , 0.00300684
0.913905 , 0.00300684
0.846723 , 0.00300684
0.781064 , 0.00300684
0.724326 , 0.00300684
0.688217 , 0.00300684
0.662018 , 0.00300684
0.635664 , 0.00300684
0.622126 , 0.00300684
0.610852 , 0.00300684
0.612988 , 0.00300684
0.615387 , 0.00300684
0.619173 , 0.00300684
0.626666 , 0.00300684
0.639901 , 0.00300684
0.66361 , 0.00300684
0.690097 , 0.00300684
0.718734 , 0.00300684
0.745473 , 0.00300684
0.786305 , 0.00300684
0.827435 , 0.00300684
0.869321 , 0.00300684
0.9073 , 0.00300684
0.945722 , 0.00300684
0.984372 , 0.00300684
1.01616 , 0.00300684
1.05059 , 0.00300684
1.07825 , 0.00300684
1.10744 , 0.00300684
1.12217 , 0.00300684
1.13255 , 0.00300684
1.12703 , 0.00300684
1.12139 , 0.00300684
1.10392 , 0.00300684
1.08938 , 0.00300684
1.07243 , 0.00300684
1.0495 , 0.00300684
1.02009 , 0.00300684
0.988163 , 0.00300684
0.965459 , 0.00300684
0.942477 , 0.00300684
0.920829 , 0.00300684
0.901396 , 0.00300684
0.883605 , 0.00300684
0.868576 , 0.00300684
0.856989 , 0.00300684
0.849293 , 0.00300684
0.848273 , 0.00300684
0.845799 , 0.00300684
0.84241 , 0.00300684
