           1   -0.387966   -0.387966           0
           2   -0.359588   -0.373777   0.0100332
           3   -0.409329   -0.385627   0.0117629
           4   -0.385273   -0.385539  0.00882249
           5   -0.408849   -0.390201  0.00819778
           6   -0.375715   -0.387786  0.00717821
           7   -0.429315   -0.393719  0.00824773
           8   -0.411621   -0.395957  0.00751421
           9   -0.387241   -0.394988  0.00674142
          10   -0.380429   -0.393532   0.0062225
          11   -0.387168   -0.392954  0.00568366
          12    -0.40212   -0.393718   0.0052611
          13   -0.370947   -0.391966  0.00513973
          14   -0.390188   -0.391839  0.00477417
          15   -0.399956    -0.39238  0.00448645
          16   -0.395032   -0.392546  0.00420911
          17   -0.378964   -0.391747  0.00403663
          18   -0.351431   -0.389507  0.00438999
          19   -0.353147   -0.387594  0.00455699
          20   -0.388406   -0.387634  0.00432933
          21   -0.391768   -0.387831  0.00412764
          22   -0.449747   -0.390645  0.00480463
          23    -0.44475   -0.392998  0.00513944
          24   -0.436251     -0.3948  0.00523174
          25   -0.454093   -0.397172  0.00553401
          26   -0.369867   -0.396122  0.00541989
          27   -0.335539   -0.393878  0.00566461
          28   -0.370909   -0.393057  0.00552138
          29   -0.388077   -0.392886  0.00533366
          30   -0.405575   -0.393309  0.00517261
          31   -0.381493   -0.392927  0.00501978
          32   -0.383694   -0.392639   0.0048712
          33   -0.364241   -0.391778    0.004799
          34   -0.374388   -0.391267  0.00468503
          35   -0.434499   -0.392502  0.00471118
          36   -0.400151   -0.392715  0.00458511
          37   -0.385929   -0.392531  0.00446485
          38   -0.403068   -0.392808  0.00435596
          39   -0.407281    -0.39318  0.00426004
          40   -0.373794   -0.392695  0.00418102
          41    -0.33831   -0.391368  0.00428429
          42   -0.345596   -0.390279  0.00431867
          43   -0.400247    -0.39051  0.00422446
          44   -0.378532   -0.390238  0.00413721
          45   -0.408798   -0.390651  0.00406577
          46   -0.372038   -0.390246  0.00399747
          47   -0.375693   -0.389936  0.00392439
          48   -0.389652    -0.38993  0.00384264
          49   -0.395757   -0.390049  0.00376606
          50   -0.387026   -0.389989  0.00369122
          51   -0.390944   -0.390008  0.00361889
          52   -0.370825   -0.389639  0.00356805
          53   -0.363702   -0.389149  0.00353413
          54   -0.425687   -0.389826  0.00353286
          55   -0.396592   -0.389949  0.00347077
          56   -0.382293   -0.389812  0.00341148
          57   -0.394121   -0.389888  0.00335247
          58   -0.374308   -0.389619  0.00330541
          59   -0.402816   -0.389843  0.00325695
          60   -0.391557   -0.389872  0.00320279
          61   -0.395199   -0.389959  0.00315148
          62   -0.412343    -0.39032  0.00312126
          63   -0.393891   -0.390377  0.00307223
          64   -0.401815   -0.390555  0.00302942
          65   -0.382906   -0.390438   0.0029851
          66   -0.410064   -0.390735  0.00295464
          67   -0.411787   -0.391049   0.0029272
          68   -0.396119   -0.391124  0.00288511
          69   -0.398057   -0.391224  0.00284504
          70   -0.410244   -0.391496  0.00281734
          71   -0.420334   -0.391902  0.00280679
          72   -0.442636   -0.392607  0.00285488
          73   -0.391589   -0.392593  0.00281581
          74   -0.372761   -0.392325  0.00279048
          75   -0.350088   -0.391762  0.00280953
          76   -0.352351   -0.391243  0.00282001
          77   -0.361672   -0.390859  0.00280941
          78   -0.412137   -0.391132  0.00278661
          79   -0.404152   -0.391297   0.0027562
          80     -0.3949   -0.391342  0.00272212
          81   -0.385495    -0.39127  0.00268947
          82   -0.437991   -0.391839  0.00271636
          83   -0.439519   -0.392414   0.0027437
          84   -0.419503   -0.392736  0.00272992
          85   -0.424651   -0.393112  0.00272351
          86   -0.424312   -0.393475  0.00271589
          87   -0.414706   -0.393719  0.00269562
          88   -0.393217   -0.393713  0.00266499
          89   -0.395988   -0.393738  0.00263517
          90   -0.371355    -0.39349   0.0026176
          91   -0.401494   -0.393578  0.00259031
          92   -0.386122   -0.393497  0.00256342
          93   -0.384523     -0.3934  0.00253768
          94   -0.329564   -0.392721  0.00259996
          95   -0.353841   -0.392312   0.0026046
          96   -0.379406   -0.392177  0.00258094
          97   -0.370207   -0.391951  0.00256425
          98   -0.430796   -0.392347  0.00256854
          99   -0.410112   -0.392527  0.00254885
         100   -0.402961   -0.392631   0.0025255
