0.666667	0.49488	0.517879	0.0051308
0.833333	0.267694	0.260021	0.00258352
1	0.1493	0.147495	0.00178828
1.16667	0.0922588	0.0941943	0.00113647
1.33333	0.0664028	0.0663809	0.000820002
1.5	0.0531756	0.0504952	0.00065198
1.66667	0.0441796	0.0405954	0.000440722
1.83333	0.0358056	0.033152	0.000385714
2	0.02864	0.0279567	0.000361221
2.16667	0.025114	0.0236112	0.000362412
2.33333	0.021666	0.0205849	0.000316065
2.5	0.0187992	0.0182976	0.000289616
2.66667	0.016542	0.0164484	0.000275455
2.83333	0.0152172	0.0147308	0.000263365
3	0.014128	0.013364	0.000249424
