0.666667	0.438144	0.43088	0.0013595
0.833333	0.446052	0.439547	0.000903028
1	0.423971	0.419044	0.000457076
1.16667	0.381976	0.380591	0.000537942
1.33333	0.338132	0.336222	0.000405244
1.5	0.293305	0.292959	0.00032782
1.66667	0.256869	0.255888	0.000235486
1.83333	0.225504	0.223996	0.00023628
2	0.198373	0.196761	0.000155068
2.16667	0.173478	0.173169	0.000130277
2.33333	0.153735	0.15353	0.000142882
2.5	0.137479	0.136966	0.000127983
2.66667	0.122446	0.122439	9.12476e-05
2.83333	0.109826	0.110214	9.15113e-05
3	0.099299	0.0995327	9.03229e-05
