0.666667	0.0173604	0.00928134	0.00400536
0.833333	-0.0009512	-0.000452014	0.00221253
1	0.00143	-0.000748386	0.00135543
1.16667	-0.0021608	0.00106167	0.000951391
1.33333	-0.0031216	0.00115833	0.000548922
1.5	-0.0003224	-0.00054109	0.000608031
1.66667	0.0028844	0.00059651	0.000448704
1.83333	-0.0011348	0.000546179	0.000299178
2	-0.0015132	-0.000534814	0.000291014
2.16667	0.0007216	-0.000516938	0.000359606
2.33333	0.000812	0.000146248	0.000303983
2.5	0.0005284	-0.000640179	0.000263253
2.66667	-0.0003836	-0.000258607	0.000211398
2.83333	-0.0004304	0.000254952	0.000178507
3	0.000532	0.00020971	0.000246475
