0.666667	30.8506	29.8288	0.128524
0.833333	13.128	13.2311	0.0672231
1	7.37755	7.37538	0.023808
1.16667	4.79168	4.77471	0.00837119
1.33333	3.38756	3.35083	0.00664081
1.5	2.54399	2.52704	0.00384663
1.66667	1.998	1.9899	0.00288968
1.83333	1.62095	1.62461	0.00203338
2	1.3612	1.35892	0.0018197
2.16667	1.15472	1.15896	0.00147444
2.33333	1.00634	1.00975	0.00112423
2.5	0.893109	0.890328	0.000933766
2.66667	0.791076	0.793464	0.000867033
2.83333	0.710338	0.714414	0.000905338
3	0.646815	0.648866	0.000790286
